,p,q,prob_hide_friend,prob_interfriend_edge,DOT-VAR mean,DOT-VAR conf_mean,DOT-VAR conf_left,DOT-VAR conf_right,Combo-LP mean,Combo-LP conf_mean,Combo-LP conf_left,Combo-LP conf_right,DOT-LP mean,DOT-LP conf_mean,DOT-LP conf_left,DOT-LP conf_right,DOT-Combo mean,DOT-Combo conf_mean,DOT-Combo conf_left,DOT-Combo conf_right,VAR-LP mean,VAR-LP conf_mean,VAR-LP conf_left,VAR-LP conf_right,LP mean,LP conf_mean,LP conf_left,LP conf_right,Combo mean,Combo conf_mean,Combo conf_left,Combo conf_right,VAR mean,VAR conf_mean,VAR conf_left,VAR conf_right,DOT mean,DOT conf_mean,DOT conf_left,DOT conf_right
54,0.25,0.3,0.30000000000000004,0.3,0.22,0.2138,0.16205485530023128,0.2655451446997687,0.24,0.24600000000000002,0.18862404684887582,0.3033759531511242,0.22,0.21280000000000002,0.1581359350212592,0.26746406497874087,-0.02,-0.0192,-0.03996920797719547,0.0015692079771954769,0.0,0.0,0.0,0.0,0.76,0.7696,0.7092357721825251,0.8299642278174748,1.0,1.0,1.0,1.0,0.76,0.7622000000000001,0.7045878485039833,0.8198121514960169,0.98,0.9802000000000001,0.9615463140371668,0.9988536859628333
55,0.25,0.35,0.30000000000000004,0.3,0.02,0.023799999999999998,0.005318658057381222,0.042281341942618775,0.08,0.076,0.035601980246551694,0.1163980197534483,0.08,0.0738,0.040013020259277395,0.10758697974072262,0.0,0.0,0.0,0.0,0.06,0.0562,0.022531617205455205,0.08986838279454479,0.92,0.9155999999999997,0.8751445924504521,0.9560554075495474,1.0,1.0,1.0,1.0,0.98,0.9820000000000002,0.9629212159716612,1.001078784028339,1.0,1.0,1.0,1.0
56,0.3,0.2,0.30000000000000004,0.3,0.04,0.039599999999999996,0.01232656970603074,0.06687343029396925,0.06,0.0594,0.029406000600120028,0.08939399939987998,0.04,0.0362,0.011919143342954314,0.060480856657045695,-0.02,-0.0186,-0.036545472966740114,-0.0006545270332598864,0.0,0.0,0.0,0.0,0.68,0.6692,0.6053614536506352,0.7330385463493648,0.74,0.7484000000000001,0.6942756986188274,0.8025243013811727,0.68,0.6784,0.6038517605841693,0.7529482394158307,0.72,0.7293999999999998,0.6637064691160536,0.7950935308839461
57,0.3,0.25,0.30000000000000004,0.3,0.3,0.2976,0.24674491175899896,0.348455088241001,0.3,0.30720000000000003,0.2466346633791242,0.36776533662087585,0.28,0.28099999999999997,0.217478350147371,0.34452164985262895,-0.02,-0.019000000000000003,-0.03697220075561143,-0.0010277992443885713,-0.02,-0.016800000000000002,-0.03393942822850284,0.00033942822850283744,0.68,0.6920000000000001,0.626334179362472,0.7576658206375281,0.98,0.9811999999999999,0.962909018615722,0.9994909813842777,0.66,0.6632000000000001,0.5983481688770472,0.728051831122953,0.96,0.9581999999999999,0.9265652090255048,0.9898347909744951
58,0.3,0.3,0.30000000000000004,0.3,0.12,0.12099999999999998,0.07165428083409867,0.1703457191659013,0.12,0.12359999999999999,0.08326341610894644,0.16393658389105353,0.12,0.11,0.06365347909497412,0.15634652090502588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.8806,0.8318184461092105,0.9293815538907896,1.0,1.0,1.0,1.0,0.88,0.8843999999999999,0.8373612925347643,0.9314387074652354,1.0,1.0,1.0,1.0
59,0.3,0.35,0.30000000000000004,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,0.35,0.2,0.30000000000000004,0.3,0.26,0.25939999999999996,0.19883895641586083,0.3199610435841391,0.26,0.25299999999999995,0.1917872562287884,0.3142127437712115,0.22,0.21599999999999997,0.15474642867554575,0.27725357132445416,-0.04,-0.0382,-0.06429137788619067,-0.012108622113809319,-0.04,-0.0388,-0.06192055362658948,-0.01567944637341052,0.7,0.6964,0.6364413475801866,0.7563586524198135,0.96,0.9612000000000002,0.9356156297712843,0.986784370228716,0.66,0.6578,0.5965532858024204,0.7190467141975797,0.92,0.9212,0.8820265395963033,0.9603734604036968
61,0.35,0.25,0.30000000000000004,0.3,0.24,0.2354,0.17527646051669946,0.29552353948330057,0.08,0.072,0.03566819575083009,0.1083318042491699,0.08,0.07279999999999999,0.03532787702838281,0.11027212297161718,0.0,0.0,0.0,0.0,-0.16,-0.1518,-0.19828397573357942,-0.10531602426642057,0.92,0.9184,0.8771514848752103,0.9596485151247897,1.0,1.0,1.0,1.0,0.76,0.7604000000000001,0.6964012500122073,0.8243987499877928,1.0,1.0,1.0,1.0
62,0.35,0.3,0.30000000000000004,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,0.35,0.35,0.30000000000000004,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,0.2,0.2,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.8158,0.7555807339798964,0.8760192660201035,0.82,0.8108,0.7551281040380337,0.8664718959619663,0.82,0.8186,0.7661973283123846,0.8710026716876154,0.82,0.8238000000000001,0.7664801953946109,0.8811198046053893
65,0.2,0.25,0.4,0.3,0.0,0.0,0.0,0.0,0.02,0.018600000000000002,-0.0008432507570107703,0.038043250757010774,0.0,0.0,0.0,0.0,-0.02,-0.022000000000000002,-0.042880613017821104,-0.0011193869821789042,0.0,0.0,0.0,0.0,0.82,0.8136,0.764456943521999,0.862743056478001,0.84,0.8380000000000001,0.7865801594712704,0.8894198405287298,0.82,0.8198000000000002,0.7639792153405205,0.8756207846594799,0.82,0.8149999999999998,0.7650100010001999,0.8649899989997998
66,0.2,0.3,0.4,0.3,0.08,0.0756,0.038767405738938235,0.11243259426106177,0.1,0.10760000000000002,0.06435372848441154,0.1508462715155885,0.08,0.0764,0.0411432276009275,0.11165677239907248,-0.02,-0.0218,-0.03970977386791916,-0.0038902261320808394,0.0,0.0,0.0,0.0,0.82,0.8123999999999999,0.7609583826070757,0.8638416173929241,0.92,0.9276000000000001,0.8907456922463602,0.9644543077536399,0.82,0.8331999999999999,0.7766866387479916,0.8897133612520083,0.9,0.8974,0.8516480601504155,0.9431519398495845
67,0.2,0.35,0.4,0.3,0.16,0.1628,0.11372699316324707,0.21187300683675292,0.18,0.17980000000000002,0.12565242387696382,0.2339475761230362,0.18,0.18400000000000002,0.1228117658368866,0.24518823416311344,0.0,0.0,0.0,0.0,0.02,0.019799999999999998,0.0011463140371668068,0.03845368596283319,0.82,0.8223999999999999,0.7750477033291941,0.8697522966708057,1.0,1.0,1.0,1.0,0.84,0.8378,0.7957623977848403,0.8798376022151597,1.0,1.0,1.0,1.0
68,0.25,0.2,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.7252,0.6617259107981848,0.7886740892018151,0.72,0.7120000000000001,0.6532122461732038,0.7707877538267963,0.72,0.716,0.6513161534848151,0.7806838465151849,0.72,0.7210000000000001,0.65641672043013,0.7855832795698702
69,0.25,0.25,0.4,0.3,0.02,0.019,-0.00026136028425822674,0.03826136028425822,0.12,0.12340000000000001,0.08153784525373783,0.16526215474626219,0.02,0.0218,0.0028063168395384697,0.04079368316046153,-0.1,-0.105,-0.14764973622427224,-0.06235026377572775,0.0,0.0,0.0,0.0,0.74,0.7382000000000001,0.6860390950998739,0.7903609049001262,0.86,0.8578,0.8105648436014021,0.9050351563985979,0.74,0.7433999999999998,0.6834630331097742,0.8033369668902255,0.76,0.7551999999999999,0.6974335737646856,0.8129664262353141
70,0.25,0.3,0.4,0.3,0.2,0.20079999999999998,0.14888314339253578,0.2527168566074642,0.24,0.24220000000000003,0.18369222273919478,0.3007077772608053,0.2,0.201,0.14483061332006553,0.2571693866799345,-0.04,-0.037200000000000004,-0.06505964823898536,-0.009340351761014647,0.0,0.0,0.0,0.0,0.76,0.7711999999999999,0.7101872144546734,0.8322127855453264,1.0,1.0,1.0,1.0,0.76,0.7544,0.6958112638811861,0.8129887361188138,0.96,0.9620000000000001,0.9349445014830627,0.9890554985169374
71,0.25,0.35,0.4,0.3,0.1,0.09759999999999999,0.05495917449204342,0.14024082550795658,0.12,0.1276,0.08463210500850663,0.17056789499149336,0.12,0.127,0.07789806521123632,0.17610193478876368,0.0,0.0,0.0,0.0,0.02,0.0182,-0.00036771391421140665,0.03676771391421141,0.88,0.8824000000000001,0.8391075064243234,0.9256924935756767,1.0,1.0,1.0,1.0,0.9,0.8951999999999998,0.8534272816302312,0.9369727183697684,1.0,1.0,1.0,1.0
72,0.3,0.2,0.4,0.3,0.04,0.039200000000000006,0.00981701172446887,0.06858298827553114,0.06,0.0564,0.02511038510943288,0.08768961489056712,0.04,0.0368,0.008273521072519305,0.0653264789274807,-0.02,-0.0204,-0.039579155351578965,-0.0012208446484210378,0.0,0.0,0.0,0.0,0.68,0.6778,0.6126297613937158,0.7429702386062841,0.74,0.7368000000000001,0.6762875219479487,0.7973124780520515,0.68,0.6772,0.6047558145880568,0.7496441854119432,0.72,0.7246000000000001,0.6601109311588391,0.7890890688411611
73,0.3,0.25,0.4,0.3,0.3,0.2988,0.23456169367114355,0.3630383063288565,0.3,0.2948,0.23088630819613062,0.35871369180386936,0.28,0.27759999999999996,0.20976018867950763,0.3454398113204923,-0.02,-0.017,-0.034748239349298854,0.000748239349298848,-0.02,-0.0194,-0.03968891322865766,0.0008889132286576604,0.68,0.6709999999999999,0.6071642733259814,0.7348357266740184,0.98,0.9794000000000002,0.9591110867713425,0.9996889132286578,0.66,0.6464,0.5691533819510524,0.7236466180489476,0.96,0.9610000000000001,0.9289531592820759,0.9930468407179243
74,0.3,0.3,0.4,0.3,0.26,0.25680000000000003,0.20003945031978637,0.3135605496802137,0.14,0.1366,0.09464240235666488,0.17855759764333512,0.14,0.1388,0.08901486165530922,0.1885851383446908,0.0,0.0,0.0,0.0,-0.12,-0.11500000000000002,-0.15330143600441115,-0.0766985639955889,0.86,0.8616000000000001,0.8102439876937473,0.912956012306253,1.0,1.0,1.0,1.0,0.74,0.7382000000000001,0.6796102398025048,0.7967897601974954,1.0,1.0,1.0,1.0
75,0.3,0.35,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
76,0.35,0.2,0.4,0.3,0.24,0.23300000000000007,0.17398305328128205,0.2920169467187181,0.26,0.2624,0.19920000000000002,0.3256,0.22,0.22240000000000001,0.1717814263338051,0.2730185736661949,-0.04,-0.0404,-0.06752637093309755,-0.013273629066902444,-0.02,-0.0216,-0.04232293415518179,-0.0008770658448182117,0.68,0.6788000000000001,0.6175581842202569,0.7400418157797433,0.94,0.9440000000000002,0.9110151549950589,0.9769848450049414,0.66,0.6591999999999999,0.5885504423226867,0.7298495576773131,0.9,0.9026,0.8564129888388521,0.9487870111611478
77,0.35,0.25,0.4,0.3,0.28,0.28340000000000004,0.21516188748214093,0.35163811251785915,0.12,0.12320000000000002,0.07530678544929356,0.17109321455070647,0.12,0.1302,0.07901445516554503,0.181385544834455,0.0,0.0,0.0,0.0,-0.16,-0.156,-0.20349736834815166,-0.10850263165184834,0.88,0.888,0.8445488780351992,0.9314511219648008,1.0,1.0,1.0,1.0,0.72,0.708,0.6383149944392625,0.7776850055607374,1.0,1.0,1.0,1.0
78,0.35,0.3,0.4,0.3,0.06,0.061,0.027014709064067145,0.09498529093593286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.0552,-0.08771092124194577,-0.02268907875805424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,0.9423999999999999,0.9073822901948171,0.9774177098051827,1.0,1.0,1.0,1.0
79,0.35,0.35,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
80,0.2,0.2,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.8139999999999997,0.7591183090639507,0.8688816909360487,0.82,0.825,0.7653091296763064,0.8846908703236935,0.82,0.8208,0.7653080185972784,0.8762919814027216,0.82,0.824,0.7687913050326309,0.879208694967369
81,0.2,0.25,0.5,0.3,0.0,0.0,0.0,0.0,0.02,0.018799999999999997,-0.0015607465481990643,0.03916074654819906,0.0,0.0,0.0,0.0,-0.02,-0.018600000000000002,-0.03884944443682345,0.0016494444368234489,0.0,0.0,0.0,0.0,0.82,0.8161999999999999,0.7570260192314222,0.8753739807685776,0.84,0.835,0.7772851838779676,0.8927148161220323,0.82,0.8138000000000001,0.7637044912192721,0.8638955087807281,0.82,0.8224000000000001,0.7746272043941326,0.8701727956058677
82,0.2,0.3,0.5,0.3,0.06,0.0596,0.02530947652776353,0.09389052347223648,0.1,0.1106,0.06889100816370647,0.15230899183629354,0.06,0.059,0.025369656558399525,0.09263034344160047,-0.04,-0.036000000000000004,-0.0645657137141714,-0.007434286285828609,0.0,0.0,0.0,0.0,0.82,0.8252000000000002,0.7671228099853309,0.8832771900146694,0.92,0.9225999999999999,0.879924011435,0.9652759885649997,0.82,0.8245999999999999,0.7744917172515361,0.8747082827484637,0.88,0.8841999999999999,0.8383049022225684,0.9300950977774314
83,0.2,0.35,0.5,0.3,0.16,0.1552,0.10122815548825481,0.2091718445117452,0.18,0.19140000000000004,0.13538178867546738,0.2474182113245327,0.16,0.16140000000000002,0.11023321389807644,0.2125667861019236,-0.02,-0.0198,-0.040292925608609434,0.0006929256086094272,0.0,0.0,0.0,0.0,0.82,0.8155999999999999,0.7582882211059541,0.8729117788940457,1.0,1.0,1.0,1.0,0.82,0.8135999999999999,0.7606940457037206,0.8665059542962792,0.98,0.9797999999999999,0.9601032997687429,0.9994967002312569
84,0.25,0.2,0.5,0.3,0.0,0.0,0.0,0.0,0.02,0.02,0.0004040820577345776,0.03959591794226543,0.0,0.0,0.0,0.0,-0.02,-0.017,-0.034291616465790584,0.0002916164657905812,0.0,0.0,0.0,0.0,0.72,0.7175999999999999,0.6594773710161007,0.7757226289838991,0.74,0.7442,0.6766547559039128,0.8117452440960872,0.72,0.7174,0.6559082119303724,0.7788917880696277,0.72,0.713,0.6476777220237995,0.7783222779762005
85,0.25,0.25,0.5,0.3,0.02,0.0176,-0.002255477833585366,0.03745547783358537,0.08,0.084,0.04511555580955285,0.12288444419044717,0.02,0.023000000000000003,0.0006616920963113254,0.04533830790368868,-0.06,-0.061399999999999996,-0.09380432069956103,-0.028995679300438962,0.0,0.0,0.0,0.0,0.74,0.7357999999999998,0.6776763387250939,0.7939236612749057,0.82,0.8205999999999999,0.7696525761200823,0.8715474238799175,0.74,0.7282000000000001,0.6646330274434908,0.7917669725565093,0.76,0.7606,0.7088734110925532,0.8123265889074469
86,0.25,0.3,0.5,0.3,0.2,0.1948,0.14168728965680627,0.24791271034319373,0.24,0.2328,0.17563217688244548,0.28996782311755454,0.2,0.1998,0.14654626773642998,0.25305373226357003,-0.04,-0.041199999999999994,-0.07203115307606901,-0.010368846923930978,0.0,0.0,0.0,0.0,0.76,0.7490000000000002,0.6948612892654435,0.8031387107345569,1.0,1.0,1.0,1.0,0.76,0.7757999999999999,0.7131074167065992,0.8384925832934007,0.96,0.9624000000000001,0.9343600285306851,0.9904399714693152
87,0.25,0.35,0.5,0.3,0.16,0.1624,0.1127387474986786,0.21206125250132138,0.14,0.14520000000000002,0.09455456585238906,0.195845434147611,0.14,0.142,0.08852103217151625,0.19547896782848373,0.0,0.0,0.0,0.0,-0.02,-0.0206,-0.04008435269645877,-0.0011156473035412347,0.86,0.8584,0.8120379465510856,0.9047620534489145,1.0,1.0,1.0,1.0,0.84,0.8394000000000001,0.7834389421115006,0.8953610578884997,1.0,1.0,1.0,1.0
88,0.3,0.2,0.5,0.3,0.04,0.039200000000000006,0.012982448626921706,0.06541755137307831,0.12,0.113,0.07063255967137028,0.15536744032862973,0.04,0.035,0.009485298355653853,0.06051470164434615,-0.08,-0.0796,-0.11848238675801681,-0.040717613241983204,0.0,0.0,0.0,0.0,0.68,0.6874000000000001,0.626365255796391,0.7484347442036092,0.8,0.8018,0.7484262236674225,0.8551737763325774,0.68,0.6856000000000002,0.6204798034401003,0.7507201965599001,0.72,0.7230000000000001,0.669680210052927,0.7763197899470732
89,0.3,0.25,0.5,0.3,0.22,0.2228,0.15967979721198608,0.2859202027880139,0.34,0.34919999999999995,0.2876584693073043,0.4107415306926956,0.22,0.21559999999999999,0.1597731247516037,0.27142687524839626,-0.12,-0.11920000000000001,-0.16994800488689188,-0.06845199511310815,0.0,0.0,0.0,0.0,0.66,0.6652,0.6006634987003479,0.7297365012996522,1.0,1.0,1.0,1.0,0.66,0.6612,0.5873991869963481,0.7350008130036519,0.88,0.8752,0.826775212958651,0.923624787041349
90,0.3,0.3,0.5,0.3,0.32,0.3116,0.248027678978977,0.37517232102102294,0.16,0.16540000000000002,0.11027432540095317,0.22052567459904687,0.16,0.1536,0.10577699298454768,0.2014230070154523,0.0,0.0,0.0,0.0,-0.16,-0.15960000000000002,-0.2102738591386131,-0.10892614086138694,0.84,0.8314000000000001,0.7801550978145144,0.8826449021854859,1.0,1.0,1.0,1.0,0.68,0.6776000000000001,0.6133330567087558,0.7418669432912444,1.0,1.0,1.0,1.0
91,0.3,0.35,0.5,0.3,0.0,0.0,0.0,0.0,0.02,0.019200000000000002,3.336231886249749e-05,0.0383666376811375,0.02,0.018800000000000004,-0.00013568060567139412,0.0377356806056714,0.0,0.0,0.0,0.0,0.02,0.018400000000000003,-0.00308115453135608,0.039881154531356086,0.98,0.9828,0.9663027274981589,0.9992972725018411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
92,0.35,0.2,0.5,0.3,0.2,0.2028,0.14644256925657453,0.2591574307434255,0.24,0.2458,0.18829904348621668,0.3033009565137833,0.18,0.18159999999999996,0.13118730318659788,0.23201269681340203,-0.06,-0.0548,-0.08216713357295573,-0.02743286642704428,-0.02,-0.022400000000000003,-0.04225547783358537,-0.002544522166414636,0.68,0.6708,0.5958909885260791,0.7457090114739208,0.92,0.9138000000000001,0.8760964192681916,0.9515035807318085,0.66,0.6507999999999998,0.5788878313496246,0.722712168650375,0.86,0.8607999999999998,0.8121444761614879,0.9094555238385117
93,0.35,0.25,0.5,0.3,0.32,0.321,0.24722330991430969,0.39477669008569033,0.16,0.154,0.1054613556019536,0.2025386443980464,0.16,0.16299999999999998,0.11623462819564029,0.20976537180435967,0.0,0.0,0.0,0.0,-0.16,-0.16519999999999996,-0.21655133883356883,-0.11384866116643108,0.84,0.8460000000000001,0.7912642712663841,0.9007357287336161,1.0,1.0,1.0,1.0,0.68,0.6742,0.6177521479593776,0.7306478520406224,1.0,1.0,1.0,1.0
94,0.35,0.3,0.5,0.3,0.08,0.0796,0.04382514849786236,0.11537485150213765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,-0.0816,-0.11865995143008151,-0.04454004856991851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.9168,0.8748743515255876,0.9587256484744123,1.0,1.0,1.0,1.0
95,0.35,0.35,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
